Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Moong(Green Gram),2013,Winter     ,Odisha,90618.0,24421.0,1632.4,13093394.82,24466.86,0.3176
Potato,2013,Winter     ,Odisha,6151.0,71342.0,1632.4,888757.99,1660.77,11.84296296
Ragi,2013,Autumn     ,Odisha,15768.0,11548.0,1632.4,2278318.32,4257.36,0.598
Ragi,2013,Summer     ,Odisha,229.0,191.0,1632.4,33088.21,61.83,0.755714286
Ragi,2013,Winter     ,Odisha,40637.0,34102.0,1632.4,5871640.13,10971.99,0.858333333
Rapeseed &Mustard,2013,Winter     ,Odisha,13442.0,3617.0,1632.4,1942234.58,3629.34,0.231071429
Rice,2013,Autumn     ,Odisha,582000.0,851000.0,1632.4,84093180.0,157140.0,1.2972
Rice,2013,Summer     ,Odisha,300000.0,1025000.0,1632.4,43347000.0,81000.0,2.857307692
Rice,2013,Winter     ,Odisha,3298000.0,5734000.0,1632.4,476528020.0,890460.0,1.853
Sesamum,2013,Autumn     ,Odisha,2737.0,564.0,1632.4,395469.13,738.99,0.25
Sesamum,2013,Summer     ,Odisha,4631.0,1210.0,1632.4,669133.19,1250.37,0.333478261
Sesamum,2013,Winter     ,Odisha,16171.0,3838.0,1632.4,2336547.79,4366.17,0.231818182
Sugarcane,2013,Winter     ,Odisha,14213.0,936514.0,1632.4,2053636.37,3837.51,62.18535714
Urad,2013,Autumn     ,Odisha,27587.0,8298.0,1632.4,3986045.63,7448.49,0.253888889
Urad,2013,Summer     ,Odisha,3008.0,1344.0,1632.4,434625.92,812.16,0.383125
Urad,2013,Winter     ,Odisha,54210.0,16697.0,1632.4,7832802.9,14636.7,0.322758621
Wheat,2013,Summer     ,Odisha,678.0,1069.0,1632.4,97964.22,183.06,1.665555556
Groundnut,2014,Autumn     ,Odisha,20519.0,21179.0,1536.9,3097548.24,6771.27,1.088571429
Groundnut,2014,Summer     ,Odisha,26407.0,38842.0,1536.9,3986400.72,8714.31,1.472857143
Groundnut,2014,Winter     ,Odisha,1916.0,1936.0,1536.9,289239.36,632.28,1.179230769
Horse-gram,2014,Summer     ,Odisha,118.0,40.0,1536.9,17813.28,38.94,0.368
Horse-gram,2014,Winter     ,Odisha,38245.0,13177.0,1536.9,5773465.2,12620.85,0.343103448
Jute,2014,Autumn     ,Odisha,1057.0,1718.0,1536.9,159564.72,348.81,1.55
Maize,2014,Autumn     ,Odisha,89218.0,181982.0,1536.9,13468349.28,29441.94,1.46875
Maize,2014,Summer     ,Odisha,2266.0,5918.0,1536.9,342075.36,747.78,2.085
Maize,2014,Winter     ,Odisha,180.0,302.0,1536.9,27172.8,59.4,2.656363636
Moong(Green Gram),2014,Autumn     ,Odisha,22009.0,4904.0,1536.9,3322478.64,7262.97,0.278888889
Moong(Green Gram),2014,Summer     ,Odisha,175592.0,70272.0,1536.9,26507368.32,57945.36,0.391481481
Moong(Green Gram),2014,Winter     ,Odisha,97798.0,29848.0,1536.9,14763586.08,32273.34,0.322857143
Potato,2014,Winter     ,Odisha,8445.0,104081.0,1536.9,1274857.2,2786.85,12.0725
Ragi,2014,Autumn     ,Odisha,15247.0,10806.0,1536.9,2301687.12,5031.51,0.638571429
Ragi,2014,Summer     ,Odisha,286.0,260.0,1536.9,43174.56,94.38,0.728571429
Ragi,2014,Winter     ,Odisha,35945.0,26950.0,1536.9,5426257.2,11861.85,0.682857143
Rapeseed &Mustard,2014,Winter     ,Odisha,10119.0,2473.0,1536.9,1527564.24,3339.27,0.244137931
Rice,2014,Autumn     ,Odisha,583000.0,1036000.0,1536.9,88009680.0,192390.0,1.599166667
Rice,2014,Summer     ,Odisha,301000.0,1002000.0,1536.9,45438960.0,99330.0,2.62
Rice,2014,Winter     ,Odisha,3282000.0,7802000.0,1536.9,495450720.0,1083060.0,2.379333333
Sesamum,2014,Autumn     ,Odisha,3679.0,833.0,1536.9,555381.84,1214.07,0.25125
Sesamum,2014,Summer     ,Odisha,4255.0,1278.0,1536.9,642334.8,1404.15,0.350434783
Sesamum,2014,Winter     ,Odisha,17919.0,4546.0,1536.9,2705052.24,5913.27,0.2695
Sugarcane,2014,Winter     ,Odisha,10047.0,722892.0,1536.9,1516695.12,3315.51,60.30111111
Urad,2014,Autumn     ,Odisha,22843.0,5978.0,1536.9,3448379.28,7538.19,0.285
Urad,2014,Summer     ,Odisha,2800.0,1120.0,1536.9,422688.0,924.0,0.402777778
Urad,2014,Winter     ,Odisha,56121.0,20452.0,1536.9,8472026.16,18519.93,0.351034483
Wheat,2014,Summer     ,Odisha,403.0,658.0,1536.9,60836.88,132.99,1.440625
Groundnut,2015,Autumn     ,Odisha,16983.0,13595.0,1210.1,2681785.53,5604.39,0.985
Groundnut,2015,Summer     ,Odisha,32819.0,40760.0,1210.1,5182448.29,10830.27,1.242758621
Groundnut,2015,Winter     ,Odisha,1404.0,1812.0,1210.1,221705.64,463.32,1.170833333
Horse-gram,2015,Summer     ,Odisha,156.0,27.0,1210.1,24633.96,51.48,0.18
Horse-gram,2015,Winter     ,Odisha,33206.0,9416.0,1210.1,5243559.46,10957.98,0.356551724
Jute,2015,Autumn     ,Odisha,1204.0,2617.0,1210.1,190123.64,397.32,1.901666667
Maize,2015,Autumn     ,Odisha,52843.0,103999.0,1210.1,8344438.13,17438.19,1.629130435
Maize,2015,Summer     ,Odisha,2489.0,6521.0,1210.1,393037.99,821.37,1.936111111
Maize,2015,Winter     ,Odisha,255.0,458.0,1210.1,40267.05,84.15,2.528
Moong(Green Gram),2015,Autumn     ,Odisha,19391.0,4715.0,1210.1,3062032.81,6399.03,0.231111111
Moong(Green Gram),2015,Summer     ,Odisha,200039.0,65014.0,1210.1,31588158.49,66012.87,0.332413793
Moong(Green Gram),2015,Winter     ,Odisha,70356.0,15494.0,1210.1,11109915.96,23217.48,0.249545455
Potato,2015,Winter     ,Odisha,5626.0,57236.0,1210.1,888401.66,1856.58,9.88962963
Ragi,2015,Autumn     ,Odisha,14230.0,8780.0,1210.1,2247059.3,4695.9,0.597857143
Ragi,2015,Summer     ,Odisha,297.0,265.0,1210.1,46899.27,98.01,0.782857143
Ragi,2015,Winter     ,Odisha,31166.0,19281.0,1210.1,4921423.06,10284.78,0.533
Rapeseed &Mustard,2015,Winter     ,Odisha,7308.0,1497.0,1210.1,1154006.28,2411.64,0.206785714
Rice,2015,Autumn     ,Odisha,541000.0,390000.0,1210.1,85429310.0,178530.0,0.864583333
Rice,2015,Summer     ,Odisha,234000.0,782000.0,1210.1,36950940.0,77220.0,2.619090909
Rice,2015,Winter     ,Odisha,3167000.0,4702000.0,1210.1,500100970.0,1045110.0,1.417666667
Sesamum,2015,Autumn     ,Odisha,2959.0,623.0,1210.1,467255.69,976.47,0.258
Sesamum,2015,Summer     ,Odisha,4633.0,1219.0,1210.1,731597.03,1528.89,0.309047619
Sesamum,2015,Winter     ,Odisha,12434.0,2300.0,1210.1,1963452.94,4103.22,0.182
Sugarcane,2015,Winter     ,Odisha,8962.0,577158.0,1210.1,1415189.42,2957.46,58.85428571
Urad,2015,Autumn     ,Odisha,20281.0,5005.0,1210.1,3202572.71,6692.73,0.282142857
Urad,2015,Summer     ,Odisha,7564.0,3170.0,1210.1,1194431.24,2496.12,0.388
Urad,2015,Winter     ,Odisha,46473.0,16207.0,1210.1,7338551.43,15336.09,0.311481481
Wheat,2015,Summer     ,Odisha,367.0,494.0,1210.1,57952.97,121.11,1.2675
Groundnut,2016,Autumn     ,Odisha,21190.0,20029.0,1460.5,3247367.5,7416.5,0.982380952
Groundnut,2016,Summer     ,Odisha,19389.0,29731.0,1460.5,2971364.25,6786.15,1.491851852
Groundnut,2016,Winter     ,Odisha,4355.0,5469.0,1460.5,667403.75,1524.25,1.24875
Horse-gram,2016,Summer     ,Odisha,40.0,15.0,1460.5,6130.0,14.0,0.3375
Horse-gram,2016,Winter     ,Odisha,34046.0,14838.0,1460.5,5217549.5,11916.1,0.396071429
Jute,2016,Autumn     ,Odisha,753.0,1264.0,1460.5,115397.25,263.55,1.741666667
Maize,2016,Autumn     ,Odisha,68457.0,195388.0,1460.5,10491035.25,23959.95,1.746521739
Maize,2016,Summer     ,Odisha,2589.0,7542.0,1460.5,396764.25,906.15,1.770769231
Maize,2016,Winter     ,Odisha,1344.0,1736.0,1460.5,205968.0,470.4,1.541818182
Moong(Green Gram),2016,Autumn     ,Odisha,40753.0,17849.0,1460.5,6245397.25,14263.55,0.60875
Moong(Green Gram),2016,Summer     ,Odisha,157356.0,74083.0,1460.5,24114807.0,55074.6,0.461153846
Moong(Green Gram),2016,Winter     ,Odisha,128055.0,41693.0,1460.5,19624428.75,44819.25,0.407916667
Niger seed,2016,Winter     ,Odisha,15018.0,4616.0,1460.5,2301508.5,5256.3,0.288888889
Potato,2016,Winter     ,Odisha,6524.0,82158.0,1460.5,999803.0,2283.4,12.69703704
Ragi,2016,Autumn     ,Odisha,14266.0,9107.0,1460.5,2186264.5,4993.1,0.594117647
Ragi,2016,Summer     ,Odisha,78.0,54.0,1460.5,11953.5,27.3,0.652857143
Ragi,2016,Winter     ,Odisha,32617.0,23981.0,1460.5,4998555.25,11415.95,0.702727273
Rapeseed &Mustard,2016,Winter     ,Odisha,9698.0,3354.0,1460.5,1486218.5,3394.3,0.293214286
Rice,2016,Autumn     ,Odisha,511550.0,657520.0,1460.5,78395037.5,179042.5,1.444074074
Rice,2016,Summer     ,Odisha,224780.0,793690.0,1460.5,34447535.0,78673.0,2.745333333
Rice,2016,Winter     ,Odisha,3226450.0,8343100.0,1460.5,494453462.5,1129257.5,2.543
Sesamum,2016,Autumn     ,Odisha,3571.0,1027.0,1460.5,547255.75,1249.85,0.270909091
Sesamum,2016,Summer     ,Odisha,1435.0,439.0,1460.5,219913.75,502.25,0.408333333
Sesamum,2016,Winter     ,Odisha,11000.0,3429.0,1460.5,1685750.0,3850.0,0.2825
Sugarcane,2016,Winter     ,Odisha,5493.0,344294.0,1460.5,841802.25,1922.55,56.1604
Urad,2016,Autumn     ,Odisha,27899.0,11114.0,1460.5,4275521.75,9764.65,0.46
Urad,2016,Summer     ,Odisha,15269.0,8309.0,1460.5,2339974.25,5344.15,0.4775
Urad,2016,Winter     ,Odisha,65569.0,29995.0,1460.5,10048449.25,22949.15,0.412068966
Wheat,2016,Summer     ,Odisha,57.0,80.0,1460.5,8735.25,19.95,0.95
Groundnut,2017,Autumn     ,Odisha,14414.0,12959.0,1344.4,2269340.16,5477.32,1.061111111
Groundnut,2017,Summer     ,Odisha,17089.0,22355.0,1344.4,2690492.16,6493.82,1.498518519
Groundnut,2017,Winter     ,Odisha,1817.0,2466.0,1344.4,286068.48,690.46,1.304375
Horse-gram,2017,Summer     ,Odisha,373.0,142.0,1344.4,58725.12,141.74,0.45
Horse-gram,2017,Winter     ,Odisha,25841.0,10641.0,1344.4,4068407.04,9819.58,0.383571429
Jute,2017,Autumn     ,Odisha,947.0,2360.0,1344.4,149095.68,359.86,2.055
Maize,2017,Autumn     ,Odisha,44436.0,111619.0,1344.4,6996003.84,16885.68,1.745714286
Maize,2017,Summer     ,Odisha,2132.0,5803.0,1344.4,335662.08,810.16,2.552857143
Maize,2017,Winter     ,Odisha,374.0,527.0,1344.4,58882.56,142.12,2.14625
Moong(Green Gram),2017,Autumn     ,Odisha,26254.0,8381.0,1344.4,4133429.76,9976.52,0.383333333
Moong(Green Gram),2017,Summer     ,Odisha,127403.0,57568.0,1344.4,20058328.32,48413.14,0.444814815
Moong(Green Gram),2017,Winter     ,Odisha,82357.0,25559.0,1344.4,12966286.08,31295.66,0.419130435
Niger seed,2017,Winter     ,Odisha,18348.0,5991.0,1344.4,2888709.12,6972.24,0.264444444
Potato,2017,Winter     ,Odisha,3966.0,41812.0,1344.4,624407.04,1507.08,11.95545455
Ragi,2017,Autumn     ,Odisha,10042.0,7679.0,1344.4,1581012.48,3815.96,0.573333333
Ragi,2017,Summer     ,Odisha,110.0,75.0,1344.4,17318.4,41.8,0.643333333
Ragi,2017,Winter     ,Odisha,32440.0,24893.0,1344.4,5107353.6,12327.2,0.635
Rapeseed &Mustard,2017,Winter     ,Odisha,8650.0,2819.0,1344.4,1361856.0,3287.0,0.327916667
Rice,2017,Autumn     ,Odisha,530320.0,576840.0,1344.4,83493580.8,201521.6,1.218928571
Rice,2017,Summer     ,Odisha,221940.0,695400.0,1344.4,34942233.6,84337.2,2.673571429
Rice,2017,Winter     ,Odisha,3014130.0,5279130.0,1344.4,474544627.2,1145369.4,1.747
Sesamum,2017,Autumn     ,Odisha,2441.0,598.0,1344.4,384311.04,927.58,0.301818182
Sesamum,2017,Summer     ,Odisha,1848.0,510.0,1344.4,290949.12,702.24,0.352941176
Sesamum,2017,Winter     ,Odisha,10515.0,3030.0,1344.4,1655481.6,3995.7,0.268333333
Sugarcane,2017,Winter     ,Odisha,3713.0,240245.0,1344.4,584574.72,1410.94,56.588
Urad,2017,Autumn     ,Odisha,20431.0,6410.0,1344.4,3216656.64,7763.78,0.372307692
Urad,2017,Summer     ,Odisha,13987.0,6963.0,1344.4,2202113.28,5315.06,0.413333333
Urad,2017,Winter     ,Odisha,42760.0,15322.0,1344.4,6732134.4,16248.8,0.382413793
Wheat,2017,Summer     ,Odisha,73.0,158.0,1344.4,11493.12,27.74,2.387142857
Groundnut,2018,Autumn     ,Odisha,10974.0,11237.0,1635.9,1779982.8,3840.9,1.1135
Groundnut,2018,Summer     ,Odisha,14924.0,21685.0,1635.9,2420672.8,5223.4,1.6984
Groundnut,2018,Winter     ,Odisha,1977.0,2669.0,1635.9,320669.4,691.95,1.4975
Horse-gram,2018,Summer     ,Odisha,38.0,14.0,1635.9,6163.6,13.3,0.35
Horse-gram,2018,Winter     ,Odisha,23569.0,8680.0,1635.9,3822891.8,8249.15,0.379310345
Jute,2018,Autumn     ,Odisha,200.0,313.0,1635.9,32440.0,70.0,1.54
Maize,2018,Autumn     ,Odisha,49126.0,113342.0,1635.9,7968237.2,17194.1,1.665652174
Maize,2018,Summer     ,Odisha,2855.0,7452.0,1635.9,463081.0,999.25,2.334615385
Maize,2018,Winter     ,Odisha,67.0,164.0,1635.9,10867.4,23.45,2.231
Moong(Green Gram),2018,Autumn     ,Odisha,10615.0,2798.0,1635.9,1721753.0,3715.25,0.418
Moong(Green Gram),2018,Summer     ,Odisha,143548.0,50843.0,1635.9,23283485.6,50241.8,0.405555556
Moong(Green Gram),2018,Winter     ,Odisha,62479.0,17222.0,1635.9,10134093.8,21867.65,0.332173913
Niger seed,2018,Winter     ,Odisha,18987.0,5195.0,1635.9,3079691.4,6645.45,0.231111111
Potato,2018,Winter     ,Odisha,4900.0,54455.0,1635.9,794780.0,1715.0,13.01730769
Ragi,2018,Autumn     ,Odisha,8511.0,5827.0,1635.9,1380484.2,2978.85,0.640909091
Ragi,2018,Summer     ,Odisha,212.0,132.0,1635.9,34386.4,74.2,0.768333333
Ragi,2018,Winter     ,Odisha,27944.0,19356.0,1635.9,4532516.8,9780.4,0.538888889
Rapeseed &Mustard,2018,Winter     ,Odisha,6019.0,1657.0,1635.9,976281.8,2106.65,0.271428571
Rice,2018,Autumn     ,Odisha,454370.0,527490.0,1635.9,73698814.0,159029.5,1.322916667
Rice,2018,Summer     ,Odisha,274230.0,925810.0,1635.9,44480106.0,95980.5,2.586071429
Rice,2018,Winter     ,Odisha,3130820.0,6280410.0,1635.9,507819004.0,1095787.0,1.982333333
Sesamum,2018,Autumn     ,Odisha,1592.0,490.0,1635.9,258222.4,557.2,0.287
Sesamum,2018,Summer     ,Odisha,2229.0,449.0,1635.9,361543.8,780.15,0.282857143
Sesamum,2018,Winter     ,Odisha,11056.0,2563.0,1635.9,1793283.2,3869.6,0.212777778
Sugarcane,2018,Winter     ,Odisha,6778.0,417672.0,1635.9,1099391.6,2372.3,57.58454545
Urad,2018,Autumn     ,Odisha,13720.0,3583.0,1635.9,2225384.0,4802.0,0.336666667
Urad,2018,Summer     ,Odisha,4571.0,2336.0,1635.9,741416.2,1599.85,0.469090909
Urad,2018,Winter     ,Odisha,39560.0,13123.0,1635.9,6416632.0,13846.0,0.352758621
Wheat,2018,Summer     ,Odisha,147.0,268.0,1635.9,23843.4,51.45,1.825
Arhar/Tur,2019,Kharif     ,Odisha,128630.0,144580.0,1593.9,22093488.8,47593.1,0.973461538
Arhar/Tur,2019,Autumn     ,Odisha,22735.668323044665,6593.110130535612,1468.1036439270526,2622070.0397946797,7160.352960563268,0.1899586095726408
Arhar/Tur,2019,Kharif     ,Odisha,135767.70909142855,150505.5665383702,1582.0843207926562,20910860.24736933,45074.63895840094,0.9861144892142176
Arhar/Tur,2019,Rabi       ,Odisha,301.68211436797566,255.19890773995448,1633.9155847248237,28875.65469281705,76.16451152844526,1.15649464807035
Arhar/Tur,2019,Summer     ,Odisha,83369.59943859742,17272.19892192398,1603.4133803483735,8253159.202953404,25019.49236650486,0.2121226941522771
Arhar/Tur,2019,Winter     ,Odisha,121886.46994690174,24288.0931006832,1554.3504908587852,11050051.419166358,35954.52368476836,0.1913837506677223
Bajra,2019,Kharif     ,Odisha,1870.0,1160.0,1593.9,321191.2,691.9,0.678
Bajra,2019,Kharif     ,Odisha,1727.2443108078655,1055.0435346952122,1706.9905360265,319766.806959838,585.5316499766496,0.6353316267891509
Castor seed,2019,Kharif     ,Odisha,4510.0,2910.0,1593.9,774637.6,1668.7,0.909
Castor seed,2019,Rabi       ,Odisha,2280.0,1510.0,1593.9,391612.8,843.6,0.701538462
Castor seed,2019,Kharif     ,Odisha,4938.06315040435,3135.356856702531,1434.170265178872,785209.9191920013,1499.2806951240611,0.8599047468555558
Castor seed,2019,Rabi       ,Odisha,2123.538397446693,1326.1237645101394,1443.7619428858322,339407.8930111964,718.7136073490278,0.6411330554005953
Coriander,2019,Rabi       ,Odisha,19980.0,13140.0,1593.9,3431764.8,7392.6,0.614666667
Coriander,2019,Rabi       ,Odisha,21386.463325618173,12129.850796228577,1504.8787875969306,3577243.5716932723,7668.290185269763,0.6072364247941454
Coriander,2019,Whole Year ,Odisha,41735.80303783468,22090.160398568736,2013.6489914406025,5012190.555096387,8339.205030841991,0.4900132791553901
Cotton(lint),2019,Kharif     ,Odisha,169560.0,578500.0,1593.9,29123625.6,62737.2,3.399166667
Cotton(lint),2019,Kharif     ,Odisha,172951.19001639244,575213.2307059655,1639.5996163647665,30986386.02248656,61637.284099528144,3.533906907802645
Cowpea(Lobia),2019,Kharif     ,Odisha,40330.0,30010.0,1593.9,6927080.8,14922.1,0.730666667
Cowpea(Lobia),2019,Rabi       ,Odisha,27980.0,20670.0,1593.9,4805844.8,10352.6,0.7432
Cowpea(Lobia),2019,Kharif     ,Odisha,43121.86166023233,29722.01724811631,1784.9644674625094,7105576.00965103,14995.604371072595,0.7042774353496354
Cowpea(Lobia),2019,Rabi       ,Odisha,31048.927645193125,20944.20372502073,1444.1007988569063,4636594.8176376885,11403.577374348348,0.6975288471646249
Dry chillies,2019,Kharif     ,Odisha,24910.0,23360.0,1593.9,4278541.6,9216.7,0.938666667
Dry chillies,2019,Rabi       ,Odisha,50090.0,65410.0,1593.9,8603458.4,18533.3,1.374
Dry chillies,2019,Kharif     ,Odisha,25865.48986965761,22810.54863198121,1579.1541918981902,4224435.187924999,9516.024160518891,0.9533235606424352
Dry chillies,2019,Rabi       ,Odisha,49212.15399390983,61850.16662545657,1599.0703051700125,9038933.85495806,18133.808709389697,1.3504461065520257
Dry chillies,2019,Whole Year ,Odisha,102404.14538373447,83985.33440669221,2116.625492654886,12903050.347681778,9851.060887980611,0.8584617502351315
Garlic,2019,Rabi       ,Odisha,13500.0,49530.0,1593.9,2318760.0,4995.0,4.251428571
Garlic,2019,Rabi       ,Odisha,14121.754254212065,53771.96252823466,1570.0948428634465,2117576.632991034,4766.355556260913,4.561336186104716
Garlic,2019,Whole Year ,Odisha,20796.669279797297,70338.04693255562,2139.5916789361395,2429215.155418543,2952.457854158598,3.3179220370137514
Ginger,2019,Kharif     ,Odisha,17140.0,228840.0,1593.9,2943966.4,6341.8,13.45275862
Ginger,2019,Kharif     ,Odisha,17131.212352826482,222772.22660808227,1545.6431661921351,2954174.428511332,6447.0692451366895,12.581894201201072
Gram,2019,Rabi       ,Odisha,27820.0,21670.0,1593.9,4778363.2,10293.4,0.799285714
Gram,2019,Rabi       ,Odisha,30332.73837067732,21811.48501111256,1495.237024781602,4868879.886534642,10201.508664507905,0.8025006449368851
Groundnut,2019,Autumn     ,Odisha,9663.0,11486.0,1593.9,1659716.88,3575.31,1.357894737
Groundnut,2019,Summer     ,Odisha,18352.0,41013.0,1593.9,3152139.52,6790.24,1.848076923
Groundnut,2019,Winter     ,Odisha,1422.0,2262.0,1593.9,244242.72,526.14,1.509090909
Groundnut,2019,Autumn     ,Odisha,15912.253704675904,14957.91318485721,1450.8638818950103,2916456.0455494085,4553.750487003659,1.1470160494586283
Groundnut,2019,Kharif     ,Odisha,0.0,19574.428265044688,2010.7166997634604,0.0,0.0,0.7935572341889219
Groundnut,2019,Rabi       ,Odisha,144001.9647023764,256102.2329877073,1467.8550252747175,15769277.61712484,42397.24088659984,1.497278246377835
Groundnut,2019,Summer     ,Odisha,21829.622299779272,35502.98795961504,1514.1816235009744,4355414.028927746,7073.257868590223,1.622682135798932
Groundnut,2019,Winter     ,Odisha,1031.5106573627938,1696.1951301388508,1551.8347135704644,273371.371231642,379.8319361024456,1.2848223464723036
Horse-gram,2019,Summer     ,Odisha,36.0,23.0,1593.9,6183.36,13.32,0.63
Horse-gram,2019,Winter     ,Odisha,22722.0,8999.0,1593.9,3902730.72,8407.14,0.400344828
Horse-gram,2019,Kharif     ,Odisha,111810.3660902633,45824.11291795503,3501.654454361088,10648087.627269084,18320.26808985192,0.4910218851806887
Horse-gram,2019,Rabi       ,Odisha,278015.4897607117,102960.84275442555,1421.8876574445642,30920671.39907852,78866.7670172161,0.3417895037623096
Horse-gram,2019,Summer     ,Odisha,0.0,13.938281076277486,1429.0251730490322,10168.347723029892,0.0787545560093593,0.3893014522980649
Horse-gram,2019,Winter     ,Odisha,21025.788573204078,8676.70884430614,1455.3828233410495,4597248.380393807,6912.900919891878,0.365926047462144
Jowar,2019,Kharif     ,Odisha,5810.0,3680.0,1593.9,997925.6,2149.7,0.648
Jowar,2019,Kharif     ,Odisha,5100.789411724604,3667.161201041155,1627.7588464321918,948122.5117840484,1916.1713878392015,0.6547099853360007
Jute,2019,Autumn     ,Odisha,147.0,319.0,1593.9,25248.72,54.39,1.94
Jute,2019,Autumn     ,Odisha,0.0,0.0,1516.2786847742802,0.0,0.0,2.988540749541459
Jute,2019,Kharif     ,Odisha,0.0,0.0,1854.8303107285644,0.0,0.0,18.79216385397137
Linseed,2019,Rabi       ,Odisha,10170.0,5040.0,1593.9,1746799.2,3762.9,0.519230769
Linseed,2019,Rabi       ,Odisha,10351.500655294292,4908.27340793597,1620.536946189681,1666669.2950467146,3232.700229368224,0.493069673020616
Maize,2019,Autumn     ,Odisha,61041.0,175675.0,1593.9,10484402.16,22585.17,2.048181818
Maize,2019,Summer     ,Odisha,3934.0,13113.0,1593.9,675703.84,1455.58,2.243
Maize,2019,Winter     ,Odisha,95.0,226.0,1593.9,16317.2,35.15,2.48125
Maize,2019,Autumn     ,Odisha,77754.57468615545,191268.2758496024,1470.264471583096,13284005.928039417,24044.74087684953,1.7827867683829026
Maize,2019,Kharif     ,Odisha,0.0,0.0,2125.287322347786,0.0,0.0,0.0094686525828744
Maize,2019,Rabi       ,Odisha,34894.563183005725,49451.6159408616,2294.12009250134,3194359.698950494,7581.008192281092,0.9832776718943308
Maize,2019,Summer     ,Odisha,3855.547685861519,10470.319035711836,1447.5996244316918,561241.6054995923,1220.1967557643145,2.3733852588557056
Maize,2019,Winter     ,Odisha,457.6244625560055,690.3610871185132,1443.817638756212,75773.51064411605,130.57008127253664,2.489894039422776
Masoor,2019,Rabi       ,Odisha,9340.0,4940.0,1593.9,1604238.4,3455.8,0.535714286
Masoor,2019,Rabi       ,Odisha,7469.695986265998,4176.609263770053,1469.321209825118,1406327.996984574,3009.683565095969,0.495707020364886
Mesta,2019,Kharif     ,Odisha,4690.0,23420.0,1593.9,805554.4,1735.3,4.85
Mesta,2019,Kharif     ,Odisha,4607.58911231924,23708.280355424293,1572.4342480964365,786990.5480130148,1755.4687038548002,5.047929949270585
Moong(Green Gram),2019,Autumn     ,Odisha,10656.0,3144.0,1593.9,1830274.56,3942.72,0.370909091
Moong(Green Gram),2019,Summer     ,Odisha,169358.0,57566.0,1593.9,29088930.08,62662.46,0.431538462
Moong(Green Gram),2019,Winter     ,Odisha,60116.0,20003.0,1593.9,10325524.16,22242.92,0.386818182
Moong(Green Gram),2019,Autumn     ,Odisha,19997.77788631893,7129.9227023545545,1495.7051024239313,3693571.849013445,7846.066084288859,0.4206148466724089
Moong(Green Gram),2019,Kharif     ,Odisha,612243.8647201924,82711.44275651629,2080.7495591504453,55569710.74919904,126569.32437975808,0.0
Moong(Green Gram),2019,Rabi       ,Odisha,436582.7677086144,169330.28678208188,1570.364576049713,49242071.72225272,121837.0861563576,0.3564987583664803
Moong(Green Gram),2019,Summer     ,Odisha,174104.560586097,66656.63985616651,1458.7471043482356,25714116.928339493,64092.54343723533,0.4158816112638507
Moong(Green Gram),2019,Winter     ,Odisha,78637.59444713924,22055.10310729019,1525.7443440568434,14616982.187725894,29080.450619107403,0.3773974727443538
Niger seed,2019,Winter     ,Odisha,15898.0,5699.0,1593.9,2730640.48,5882.26,0.287
Niger seed,2019,Kharif     ,Odisha,34576.379553948886,0.0,2028.7476004914329,72283.53835307634,0.0,0.0
Niger seed,2019,Rabi       ,Odisha,291807.8577802,69349.29224216964,1508.077476631091,32239495.22751552,53852.2485006737,0.1148619535998762
Niger seed,2019,Winter     ,Odisha,15526.363185161272,5694.967754098474,1662.0060515552054,2570998.8646835512,5844.070290800704,0.2918711647891638
Onion,2019,Rabi       ,Odisha,35120.0,437140.0,1593.9,6032211.2,12994.4,12.21413793
Onion,2019,Rabi       ,Odisha,34785.72161759134,446616.8794200161,1634.7685394544394,5787910.284624529,13273.728478674346,13.351048447352332
Onion,2019,Whole Year ,Odisha,0.0,0.0,1526.119168070071,0.0,0.0,15.44223420118854
Other  Rabi pulses,2019,Rabi       ,Odisha,77940.0,37960.0,1593.9,13386974.4,28837.8,0.465909091
Other  Rabi pulses,2019,Rabi       ,Odisha,81298.0738292166,41918.9295392095,1731.2141260035828,14405241.969775343,27357.838091705355,0.4673676423130979
Other Kharif pulses,2019,Kharif     ,Odisha,80810.0,36040.0,1593.9,13879925.6,29899.7,0.44
Other Kharif pulses,2019,Kharif     ,Odisha,80884.84113395185,33376.82593867522,1621.637520525191,14190206.125733612,31359.823264744733,0.4413923931230495
Peas & beans (Pulses),2019,Rabi       ,Odisha,33400.0,25620.0,1593.9,5736784.0,12358.0,0.77
Peas & beans (Pulses),2019,Rabi       ,Odisha,36686.69622300726,24229.473477917425,1528.6520275056064,5962139.9682039,13010.274536156936,0.7467518839484275
Potato,2019,Winter     ,Odisha,4397.0,46961.0,1593.9,755228.72,1626.89,11.34730769
Potato,2019,Whole Year ,Odisha,1734.760940179867,23949.812245685705,1467.0123782477378,172126.81879487928,0.0,10.151811121710946
Potato,2019,Winter     ,Odisha,5215.101027365901,55805.35163441104,1536.4584521011243,883966.6398681952,1740.968208993197,12.35729609988161
Ragi,2019,Autumn     ,Odisha,9588.0,7154.0,1593.9,1646834.88,3547.56,0.620833333
Ragi,2019,Summer     ,Odisha,381.0,288.0,1593.9,65440.56,140.97,0.613333333
Ragi,2019,Winter     ,Odisha,25919.0,18778.0,1593.9,4451847.44,9590.03,0.5725
